"NCIt_code","synonyms_lower"
"C29271","mupirocin"
"C29272","mycophenolate"
"C29276","na17 peptide (amino acid sequence vlpdvfircv)"
"C29277","nevirapine"
"C29277","11-cyclopropyl-5,11-dihydro-4-methyl-6h-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one"
"C29277","bi-rg-587"
"C29277","birg 0587"
"C29277","nvp"
"C29277","viramune"
"C29279","nandrolone"
"C29279","19-nortestosterone"
"C29279","estrenolone"
"C29279","norandrostenolone"
"C29279","nortestosterone"
"C29279","nortestrionate"
"C29280","nadolol"
"C29280","corgard"
"C29281","nafcillin sodium"
"C29281","nafcil"
"C29281","nallpen"
"C29283","nefazodone hydrochloride"
"C29283","nefazadone hcl"
"C29283","serzone"
"C29285","nelfinavir"
"C29286","neomycin/polymyxin b/bacitracin zinc"
"C29286","neosporin original"
"C29287","neomycin/polymyxin b/bacitracin zinc ophthalmic ointment"
"C29287","neosporin ophthalmic"
"C29288","potassium phosphate/sodium phosphate"
"C29288","neutra-phos"
"C29290","nifedipine"
"C29290","adalat"
"C29290","procardia"
"C29291","nisoldipine"
"C29291","nisoldipine sr"
"C29291","sular"
"C29293","nitrofurantoin"
"C29293","macrobid"
"C29293","macrodantin"
"C29294","nitroglycerin"
"C29294","rectiv"
"C29295","nizatidine"
"C29295","axid"
"C29296","nyquil"
"C29298","oatmeal powder"
"C29298","aveeno"
"C29298","oatmeal"
"C29299","omalizumab"
"C29299","anti-ige monoclonal antibody e25"
"C29299","ige 025"
"C29299","olizumab"
"C29299","xolair"
"C29299","rhumab-e25"
"C29300","opium tincture"
"C29300","laudanum"
"C29300","opium"
"C29303","orlistat"
"C29303","alli"
"C29303","xenical"
"C29304","ethinyl estradiol/norgestimate"
"C29304","oral contraceptive, combination"
"C29304","ortho cyclen"
"C29304","orthotricyclen"
"C29304","previfem"
"C29304","sprintec"
"C29305","oseltamivir phosphate"
"C29305","tamiflu"
"C29306","oxandrolone"
"C29306","oxandrin"
"C29307","oxaprozin"
"C29307","4,5-diphenyl-2-oxazolepropionic acid"
"C29307","daypro"
"C29307","wy 21743"
"C29309","oxycodone"
"C29309","4,5-epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one"
"C29309","oxycodone sr"
"C29311","oxycodone/acetaminophen"
"C29311","percocet"
"C29313","oxymetazoline hydrochloride"
"C29313","ocuclear"
"C29313","visine l.r."
"C29314","oxymorphone"
"C29314","4,5alpha-epoxy-3,14-dihydroxy-17-methylmorphinan-6-one"
"C29314","morphinan-6-one, 4,5-epoxy-3,14-dihydroxy-17-methyl-"
"C29316","falimarev"
"C29316","fowlpox-cea(d609)-muc1(l93)-tricom vaccine"
"C29316","fowlpox-cea-muc-1-tricom"
"C29316","panvac-f"
"C29316","fcea-muc-1-tri"
"C29316","rfowlpox-cea(d609)/muc1(l93)/tricom vaccine"
"C29316","recombinant fowlpox-cea-muc-1-tricom vaccine"
"C29317","inalimarev"
"C29317","panvac-v"
"C29317","vaccinia-cea-muc1-tricom vaccine"
"C29317","rvaccinia-cea(d609)/muc1(l93)/tricom vaccine"
"C29317","recombinant vaccinia-cea-muc-1-tricom vaccine"
"C29320","phetharbital"
"C29320","5,5-diethyl-1-phenylbarbituric acid"
"C29324","phyllanthoside"
"C29324","beta-d-glucopyranose, 2-o-(3-o-acetyl-6-deoxy-beta-d-glucopyranosyl)-6-deoxy-, 3-acetate 1-(decahydro-5''-methyl-''-((1-oxo-3-phenyl-2-propenyl)oxy)dispiro(oxirane-2,3'(2'h)-benzofuran-2',2''-(2h)pyran)-6'-carboxylate), (2's-(2'alpha(4''r*(e),5''s*),3'beta,3'aalpha,6'alpha,7'aalpha))-"
"C29328","nacolomab tafenatox"
"C29328","c242fab-sea immunotoxin"
"C29328","pnu-214565"
"C29329","purified protein derivative"
"C29329","ppd"
"C29329","ppd tine test"
"C29329","tubersol"
"C29331","pr18 (ras-12cys) peptide"
"C29331","ras peptide pr18 (yklvvvgacgvgksalt)"
"C29332","6alpha-methyl-11-oxoprogesterone"
"C29332","6alpha-methylpregn-4-ene-3,11,20-trione"
"C29332","pregn-4-ene-3,11,20-trione, 6-methyl-, (6alpha)-"
"C29332","ski 22936"
"C29332","u 7654"
"C29333","prospidium chloride"
"C29333","3,12-diaza-6,9-diazoniadispiro(5.2.5.2)hexadecane, 3,12-bis(3-chloro-2-hydroxypropyl)-, dichloride"
"C29333","prospidin"
"C29333","prospidine"
"C29334","prostvac-contaminated w/ bvdv"
"C29336","ps il-10/placebo"
"C29337","psa-op peptide vaccine"
"C29338","psa:154-163(155l) peptide vaccine"
"C29338","psa pep vac"
"C29338","psa-3a"
"C29338","psa:154-163(155l) peptide"
"C29339","c-x-c motif chemokine 6"
"C29339","cka-3"
"C29339","cxcl6"
"C29339","chemokine (c-x-c motif) ligand 6"
"C29339","chemokine alpha 3"
"C29339","gcp-2"
"C29339","granulocyte chemotactic protein 2"
"C29339","small inducible cytokine b6"
"C29339","small inducible cytokine subfamily b (cys-x-cys), member 6"
"C29339","small inducible cytokine subfamily b (cys-x-cys), member b"
"C29339","small-inducible cytokine b6"
"C29340","psma peptide"
"C29341","talotrexin"
"C29341","n(alpha)-(4-amino-4-deoxypteroyl)-n(delta)-hemiphthaloyl-l-ornithine"
"C29341","talopterin"
"C29343","pyran polymer"
"C29344","imidazole-pyrazole"
"C29344","2,3-dihydro-1h-imidazo(1,2-b)pyrazole"
"C29344","brn 0742753"
"C29344","impy"
"C29344","imidazolepyrazole"
"C29344","pyrazoloimidazole"
"C29345","pancrelipase"
"C29345","creon"
"C29345","pancrease"
"C29345","ultresa"
"C29345","viokace"
"C29345","zenpep"
"C29345","zymase"
"C29346","pantoprazole"
"C29349","pentamidine isethionate"
"C29349","pentacarinat"
"C29349","pentam"
"C29354","permethrin"
"C29354","(+/-)-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate"
"C29354","cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (3-phenoxyphenyl)methyl ester"
"C29354","elimite"
"C29354","m-phenoxybenzyl (+/-)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate"
"C29354","nix"
"C29355","perphenazine"
"C29355","4-[3-(2-chloro-10h-phenothiazin-10-yl)propyl]-1-piperazineethanol"
"C29357","phenazopyridine"
"C29358","pheniramine maleate"
"C29359","phenolphthalein"
"C29359","3,3-bis(4-hydroxyphenyl)-1(3h)-isobenzofuranone"
"C29359","3,3-bis(p-hydroxyphenyl)phthalide"
"C29361","phentermine hydrochloride"
"C29361","phentermine hcl"
"C29362","phenylephrine/phenylpropanolamine/guaifenesin"
"C29363","phenylephrine hydrochloride"
"C29364","phenylpropanolamine"
"C29366","pimonidazole hydrochloride"
"C29366","1-piperidineethanol, alpha-((2-nitro-1h-imidazol-1-yl)methyl)-, monohydrochloride"
"C29367","pioglitazone hydrochloride"
"C29367","actos"
"C29367","pioglitazone.hcl"
"C29368","podofilox"
"C29369","citrate-containing alkalinizing agent"
"C29369","cytra-3"
"C29369","polycitra"
"C29370","polyvinyl alcohol"
"C29370","polyvinyl alcohol, unspecified"
"C29370","pva"
"C29370","polydesis"
"C29370","polyviol"
"C29370","poval 420"
"C29370","vinarol dt"
"C29372","potassium citrate"
"C29372","2-hydroxy-1,2,3-propanetricarboxylic acid, potassium salt"
"C29373","potassium phosphate"
"C29373","potassium phosphate, unspecified form"
"C29374","pramipexole dihydrochloride"
"C29374","mirapex"
"C29375","pravastatin sodium"
"C29377","conjugated estrogen/medroxyprogesterone-containing formulation"
"C29377","prempro"
"C29378","anti-hemorrhoidal formulation"
"C29378","preparation h"
"C29379","probenecid/colchicine"
"C29379","col-probenecid"
"C29379","colbenemid"
"C29379","proben-c"
"C29380","hydrocortisone/pramoxine-containing preparation"
"C29380","proctofoam"
"C29382","propranolol hydrochloride"
"C29382","2-propanol-1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy) hydrochloride"
"C29382","inderal"
"C29382","innopran xl"
"C29383","propantheline bromide"
"C29383","pro-banthine"
"C29384","propofol"
"C29384","diprivan"
"C29385","propoxyphene hydrochloride"
"C29385","dextropropoxyphene hydrochloride"
"C29385","dolene"
"C29385","dolotard"
"C29385","doloxene"
"C29385","doraphen"
"C29385","zideron"
"C29385","alpha-d-propoxyphene hydrochloride"
"C29385","d-4-dimethylamino-3-methyl-1,2-diphenyl-2-butanol propionate hydrochloride"
"C29386","propoxyphene napsylate"
"C29386","darvon-n"
"C29387","propoxyphene napsylate/acetaminophen"
"C29387","darvocet"
"C29387","propacet"
"C29388","propylene glycol"
"C29388","1,2-dihydroxypropane"
"C29388","1,2-propanediol"
"C29388","2-hydroxypropanol"
"C29388","isopropylene glycol"
"C29388","methyl ethyl glycol"
"C29388","methyl glycol"
"C29388","methylethylene glycol"
"C29388","monopropylene glycol"
"C29388","pg"
"C29388","propane-1,2-diol"
"C29388","alpha-propylene glycol"
"C29388","alpha-propyleneglycol"
"C29389","prophyllin ccc"
"C29390","pseudoephedrine hydrochloride"
"C29390","pseudoephedrine.hcl"
"C29395","pyrazinamide"
"C29396","pyrazole compound"
"C29396","pyrazoles"
"C29398","quinapril hydrochloride"
"C29398","accuprill"
"C29399","quinine sulfate"
"C29399","chininum sulphuricum"
"C29399","cinchonan-9-ol, 6'-methoxy-, (8 alpha,9r)-, sulfate, hydrate (2:1:2)"
"C293","azlocillin"
"C293","azlin"
"C29401","rasvac-c"
"C29401","ras(cis 12)-vaccinia vaccine"
"C29402","rasvac-v"
"C29402","ras(val 12)-vaccinia vaccine"
"C29404","aziridinylbenzoquinone rh1"
"C29404","2,5-diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone"
"C29404","rh1"
"C29406","rifamycin"
"C29406","5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-2,7-(epoxypentadeca(1,11,13)trienimino)naphtho(2,1-b)furan-1,11(2h)-dione 21-acetate"
"C29406","m-14"
"C29406","rifamycin sv"
"C29409","recombinant vaccinia-muc1-b7 vaccine"
"C29409","muc1-b7-vaccinia vaccine"
"C29409","recombinant vaccinia-muc1-b7.1"
"C29409","rv-muc1-b7.1"
"C29410","rabeprazole"
"C29410","2-(((4-(3-methoxypropoxy)-3-methyl-2-pyridinyl)methyl)sulfinyl)-1h-benzimidazole"
"C29410","ly307640"
"C29411","ramipril"
"C29411","altace"
"C29412","n-[2-[[[5-[(dimethylamino)methyl]-2-furanyl]methyl]thio]ethyl]-n'-methyl-2-nitro-1,1-ethenediamine"
"C29412","ranitidine"
"C29413","mineral oil/petrolatum-containing eye ointment"
"C29413","refresh pm"
"C29414","polycarbophil/carbomer/glycerin/palm oil glyceride/mineral oil-containing vaginal moisturizer"
"C29414","replens"
"C29415","murine mca ricin conjugate"
"C29415","ricin conjug. murine mca"
"C29416","risperidone"
"C29417","sangivamycin hydrochloride"
"C29417","sangivamycin monohydrochloride"
"C29418","sbil-2"
"C29420","shared anti-idiotype ab-s002"
"C29421","shared anti-idiotype-ab-s003"
"C29422","shared anti-idiotype-ab-s004"
"C29423","shared anti-idiotype-ab-s005"
"C29423","shared anti-idiotype ab-s005"
"C29424","shared anti-idiotype-ab-s006"
"C29424","murine monoclonal antibody to human b cell lymphomas (anti- idiotypes) (s006)"
"C29424","shared anti-idiotype ab-s006"
"C29425","shared anti-idiotype-ab-s008a"
"C29425","shared anti-idiotype ab-s008a"
"C29426","shared anti-idiotype-ab-s011a"
"C29427","shared anti-idiotype-ab-s012"
"C29428","shared anti-idiotype-ab-s016"
"C29429","shared anti-idiotype-ab-s017"
"C29430","shared anti-idiotype-ab-s018"
"C29431","shared anti-idiotype-ab-s021a"
"C29432","shared anti-idiotype-ab-s024a"
"C29433","shared anti-idiotype-ab-s025"
"C29434","shared anti-idiotype-ab-s027"
"C29435","dna minor groove binding agent sg2000"
"C29435","(11as,11a's)-8,8'-(propane-1,3-diylbis(oxy))bis(7-methoxy-2-methylene-2,3-dihydro-1h-benzo[e]pyrrolo[1,2-a][1,4]diazepin-5(11ah)-one)"
"C29435","bn2629"
"C29435","nsc 694501"
"C29435","pyrrolobenzodiazepine dimer"
"C29435","sg2000"
"C29435","sjg-136"
"C29435","sjg136"
"C29441","salicylic acid/sulfur"
"C29442","artificial saliva"
"C29442","salivart"
"C29443","salmeterol"
"C29444","saquinavir"
"C29444","fortovase"
"C29445","camphor/menthol-based formulation"
"C29445","sarna"
"C29446","scopolamine hydrobromide"
"C29448","sennosides"
"C29448","nature's remedy"
"C29449","senokot"
"C29450","docusate sodium-senna"
"C29450","docusate sodium/senna glycoside"
"C29450","docusate sodium/sennosides"
"C29450","senokot-s"
"C29451","sertraline hydrochloride"
"C29451","zoloft"
"C29453","simethicone"
"C29454","simvastatin"
"C29454","mk 733"
"C29454","synvinolin"
"C29454","zocor"
"C29454","[1s-[1alpha,3alpha,7beta,8beta(2s*,4s*),8abeta]]-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-[2-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl]-1-naphthalenyl 2,2-dimethylbutanoate"
"C29456","methocarbamol-based formulation"
"C29456","skelex"
"C29457","sodium bicarbonate"
"C29457","baking soda"
"C29457","bicarbonate of soda"
"C29457","nahco3"
"C29457","sodium hydrogen carbonate"
"C29459","sodium phosphate"
"C29459","hemisodium phosphate"
"C29459","instant calgon"
"C29459","phosphoral"
"C29459","phosphosoda"
"C29459","turrixin st"
"C29461","sodium polystyrene sulfonate"
"C29461","kayexalate"
"C29461","sodium polystyrene"
"C29462","sorbitol"
"C29463","sotalol hydrochloride"
"C29463","betapace"
"C29467","sulfacetamide sodium"
"C29468","sulfadiazine"
"C29469","sulfasalazine"
"C29469","2-hydroxy-5-[[4-[(2-pyridinylamino)sulfonyl]phenyl]azo]benzoic acid"
"C29469","azulfidine"
"C29469","salazosulfapyridine"
"C29469","sulphasalazine"
"C29470","sumatriptan succinate"
"C29470","imitrex"
"C29474","transferrin receptor-targeted liposomal p53 cdna"
"C29474","sgt-53"
"C29474","synerlip p53"
"C29475","3'-c-ethynylcytidine"
"C29475","1-(3-c-ethynyl-beta-d-ribo-pentofuranosyl)cytosine"
"C29475","ecdy"
"C29475","ecyd"
"C29475","tas-106"
"C29476","tbc-cea-contaminated w/ bvdv"
"C29478","tumor infiltrating lymphocytes-n2-transduced"
"C29481","monoclonal antibody t101 f(ab)2"
"C29481","moab t101 f(ab)2"
"C29481","t101 monoclonal antibody f(ab)2"
"C29482","tnf transduced til"
"C29482","tnf gene transduced til"
"C29483","tgfa-pe38 immunotoxin"
"C29483","cervene"
"C29483","tp-38"
"C29483","tp-38 immunotoxin"
"C29485","trimelamol"
"C29485","brn 4261541"
"C29485","methanol, ((s-triazine-2,4,6-triyl)trimethyltrinitrilo)tri-"
"C29485","trimethyloltrimethylmelamine"
"C29486","tamsulosin hydrochloride"
"C29486","flomax"
"C29487","tazarotene"
"C29487","6-[(3,4-dihydro-4,4-dimethyl-2h-1-benzothiopyran-6-yl)ethynyl]- 3-pyridinecarboxylic acid, ethyl ester"
"C29487","agn-190168"
"C29487","avage"
"C29487","ethyl 6-(2-(4,4-dimethylthiochroman-6-yl)ethynyl)nicotinate"
"C29487","tazorac"
"C29488","temazepam"
"C29488","10-chloro-4-hydroxy-6-methyl-2-phenyl-3,6-diazabicyclo[5.4.0]undeca-2,8,10,12-tetraen-5-one"
"C29488","oxydiazepam"
"C29488","ro 5-5345"
"C29489","tenecteplase"
"C29489","tnk-tpa"
"C29489","tnkase"
"C29490","tenofovir"
"C29490","(((1r)-2-(6-amino-9h-purin-9-yl)-1-methylethoxy)methyl)phosphonic acid, monohydrate"
"C29490","(r)-9-(2-phosphonomethoxypropyl)adenine hydrate"
"C29490","(r)-9-(phosphonomethoxypropyl)adenine hydrate"
"C29490","gs-1275"
"C29490","gs-1278"
"C29490","pmpa"
"C29490","phosphonic acid, ((2-(6-amino-9h-purin-9-yl)-1-methylethoxy)methyl)-, monohydrate, (r)-"
"C29490","tenofovir hydrate"
"C29491","terazosin hydrochloride"
"C29491","hytrin"
"C29491","terazosin hydrochloride dihydrate"
"C29492","terbinafine hydrochloride"
"C29492","(e)-n-(6,6-dimethyl-2-hepten-4-ynyl)-n-methyl-1-naphthalenemethylamine hydrochloride"
"C29492","lamisil"
"C29493","terconazole"
"C29493","terazol"
"C29494","terfenadine"
"C29494","seldane"
"C29494","teldane"
"C29495","theraflu"
"C29497","thiethylperazine maleate"
"C29497","10h-phenothiazine, 2-(ethylthio)-10-(3-(4-methyl-1-piperazinyl)propyl)-, (z)-2-butenedioate"
"C29497","gs-95"
"C29497","norzine"
"C29497","torecan"
"C29498","thioridazine hydrochloride"
"C29499","thrombin alfa"
"C29499","human thrombin (recombinant, glycosylated)"
"C29499","recothrom"
"C29499","thrombin (synthetic human)"
"C29500","tioconazole"
"C29501","timolol maleate"
"C29502","tolazamide"
"C29502","1-(hexahydro-1h-azepin-1-yl)-3-(p-tolylsulfonyl)urea"
"C29502","4-(p-tolylsulfonyl)-1,1-hexamethylenesemicarbazide"
"C29502","norglycin"
"C29502","tolinase"
"C29502","u-17835"
"C29503","tolmetin"
"C29504","tolterodine tartrate"
"C29504","detrol"
"C29504","detrusitol"
"C29506","torsemide"
"C29506","torasemide"
"C29507","tramadol"
"C29507","ryzolt"
"C29508","tramadol hydrochloride"
"C29508","ultram"
"C29510","trazodone"
"C29511","trigem"
"C29512","dextromethorphan/phenylephrine-containing syrup"
"C29512","triaminic daytime cold and cough"
"C29513","triaminic allergy congestion"
"C29514","triaminic cold"
"C29515","brompheniramine/phenylephrine-containing syrup"
"C29516","dextromethorphan-containing syrup"
"C29517","diphenhydramine/phenylephrine-containing syrup"
"C29517","triaminic night time cold and cough"
"C29518","triaminic syrup"
"C29519","triamterene"
"C29519","6-phenyl-2,4,7-pteridinetriamine"
"C29519","6-phenyl-2,4,7-triaminopteridine"
"C29519","dyrenium"
"C29520","triazolam"
"C29520","8-chloro-6-(2-chlorophenyl)-1-methyl-4h-(1,2,4)triazolo(4,3-a)(1,4)benzodiazepine"
"C29520","clorazolam"
"C29520","halcion"
"C29520","novidorm"
"C29520","songar"
"C29520","u 33030"
"C29520","u-33,030"
"C29522","trimethobenzamide hydrochloride"
"C29522","tigan"
"C29523","triptorelin pamoate"
"C29523","6-d-tryptophan-, 4,4'mmethylenebis(3-hydroxy-2-naphthalenecarboxylate) (salt)"
"C29523","decapeptyl"
"C29523","diphereline"
"C29523","pamorelin"
"C29523","trelstar"
"C29523","triptorelin embonate"
"C29525","witch hazel-containing anti-hemorroidal formulation"
"C29525","tucks"
"C29525","witch hazel 50% hemorrhoidal pad"
"C29526","acetaminophen/phenylephrine-containing formulation"
"C29526","tylenol sinus"
"C29528","uniroyal compound-38"
"C29528","1-methylethyl-2-chloro-5-[[5,6-dihydro-2-methyl- 1, 4-oxathiin-3-yl-carbonyl]-amino]benzoate"
"C29528","2-chloro-5-(((1-methylethoxy)thioxomethyl)amino)benzoic acid"
"C29528","uc-38"
"C29528","uc38"
"C29528","uniroyal jr."
"C29530","undecylenic acid"
"C29530","cruex"
"C29530","desinex"
"C29531","urea"
"C29531","aqua care"
"C29531","carbamide"
"C29531","elaqua xx"
"C29531","lanaphilic"
"C29531","nutraplus"
"C29531","ureaphil"
"C29531","vanamide"
"C29532","atropine/hyoscyamine/methenamine/methylene blue/phenyl salicylate/benzoic acid"
"C29532","urised"
"C29535","valacyclovir hydrochloride"
"C29535","256u87 hydrochloride"
"C29535","bw-256u87"
"C29535","l-valine ester with 9-((2-hydroxyethoxy)methyl)guanine hydrochloride"
"C29535","valtrex"
"C29536","valproic acid"
"C29536","2-propylpentanoic acid"
"C29536","2-propylvaleric acid"
"C29536","depakene"
"C29536","di-n-propylacetic acid"
"C29536","stavzor"
"C29536","valproate"
"C29539","enalapril maleate/hydrochlorothiazide"
"C29539","vaseretic"
"C29540","venlafaxine hydrochloride"
"C29540","effexor"
"C29547","white petrolatum/minerals"
"C29548","wild type and mutant mgmt vector"
"C29549","zolimomab aritox"
"C29549","anti-cd5 moab"
"C29549","anti-cd5 t-lymphocyte immunotoxin"
"C29549","anti-t-cell rta immunotoxin"
"C29549","anti-t-cell ricin a chain immunotoxin"
"C29549","cd5-immunoconjugate"
"C29549","h65-rta"
"C29549","immunoglobulin g 1 (mouse monoclonal h65-rta anti-human antigen cd 5 heavy chain), disulfide with mouse monoclonal h65-rta light chain, dimer, disulfide with ricin (castor-oil plant a-chain protein moiety)"
"C29549","orthozyme-cd5 plus"
"C29549","xomazyme-cd5 plus"
"C29551","zaleplon"
"C29551","sonata"
"C29552","zinc undecylenate"
"C29553","zolpidem tartrate"
"C29553","ambien"
"C29553","intermezzo"
"C29554","gp-120 antigen"
"C29554","gp-120"
"C29555","gp100 protein (184v)"
"C29556","gp100 peptide-sensitized autologous t-cells (cd4+ and cd8+)"
"C29558","rf-muc1(df3)/tricom vaccine"
"C29559","rf-psa/psma/tricom"
"C29560","rilimogene glafolivec"
"C29560","prostvac-f"
"C29560","recombinant fowlpox-psa(l155)/tricom vaccine"
"C29560","rfowlpox-psa(l155)/tricom vaccine"
"C29561","rmva-psa/psma/tricom"
"C29561","modified vaccinia ankara encoding psa/psma/tricom"
"C29563","recombinant vaccinia-psa/psma"
"C29563","psa-psm-vaccinia"
"C29563","rv-psa/psma"
"C29564","recombinant vaccinia-trp1"
"C29564","tyrosinase-related protein-1-vaccinia"
"C29564","rv-trp1"
"C29566","recombinant vaccinia-gp100:209-217"
"C29566","rv-gp100p209-217"
"C29566","rv-gp100p209"
"C29573","hla class ii histocompatibility antigen drb"
"C29573","hla-dr beta chain"
"C29574","nitric oxide synthase inhibitor"
"C29574","nos inhibitor"
"C29574","nitric oxide synthetase inhibitor"
"C295","bacitracin"
"C29607","asparagine"
"C29607","2-amino-3-carbamoylpropanoic acid"
"C29607","asn"
"C29607","asparagine anhydrous"
"C29607","l-asparagine anhydrous"
"C29618","therapeutic androstanolone"
"C29619","dihydrotestosterone"
"C29619","(5alpha,17beta)-17-hydroxyandrostan-3-one"
"C29619","androstanolone"
"C29619","dht"
"C29694","inactivated vaccine"
"C29694","killed vaccine"
"C29695","yttrium 90 monoclonal antibody t101"
"C29695","moab yt-90 t101"
"C29717","dna compaction peptide"
"C29721","monoclonal antibody to colorectal cancer"
"C29721","moab colorectal carcinoma"
"C29724","cyanoglycoside agent"
"C29727","pediculicide"
"C29740","interleukin-17c"
"C29740","cytokine cx2"
"C29740","il-17c"
"C29740","il-21"
"C29740","il17c"
"C29740","interleukin 17c"
"C29748","interleukin-1 receptor-associated kinase 1"
"C29748","irak-1"
"C29748","irak1"
"C29748","pelle homolog"
"C29749","interleukin-1 receptor-associated kinase-like 2"
"C29749","irak-2"
"C29749","irak2"
"C29749","interleukin-1 receptor-associated kinase 2"
"C29751","interleukin-1 receptor-associated kinase 3"
"C29751","il-1 receptor-associated kinase m"
"C29751","irak-3"
"C29751","irak-m"
"C29751","irak3"
"C29751","irakm"
"C29751","interleukin 1 receptor-associated kinase 3"
"C29751","interleukin 1 receptor-associated kinase m"
"C29751","interleukin-1 receptor-associated kinase m"
"C29752","interleukin-1 receptor-associated kinase 4"
"C29752","irak4"
"C29752","ren64"
"C29752","renal carcinoma antigen ny-ren-64"
"C29769","estradiol benzoate"
"C29769","(17beta)-estra-1,3,5(10)-triene-3,17-diol 3-benzoate"
"C29770","estradiol dipropionate"
"C29770","(17beta)-estra-1,3,5(10)-triene-3,17-diol dipropanoate"
"C29771","horse anti-mouse anti-lymphocyte serum"
"C29771","hals"
"C29772","serum, horse"
"C29772","normal horse serum"
"C29773","pregnant mare serum gonadotropin"
"C29773","equine chorionic gonadotropin"
"C29773","equine gonadotropin"
"C29773","pmsg"
"C29773","ecg"
"C29778","adenovirus 5-fibroblast growth factor 2"
"C29778","ad5-bfgf"
"C29778","adenovirus serotype 5 expressing bfgf"
"C29782","19-norprogesterone"
"C29782","19-nor-p"
"C29782","19-nor-progesterone"
"C29783","androsterone"
"C29783","3-epihydroxyetioallocholan-17-one"
"C29783","androtine"
"C29784","bovine pituitary extract"
"C29785","recombinant adenovirus-cre recombinase"
"C29786","recombinant adenovirus-lacz"
"C29807","acetone"
"C29807","2-propanone"
"C29807","dimethyl formaldehyde"
"C29807","methyl ketone"
"C29812","beta-naphthoflavone"
"C29812","3-phenyl-1h-naphtho[2,1-b]pyran-1-one"
"C29812","5,6-benzoflavone"
"C29812","betanf"
"C29819","ether"
"C29819","1,1'-oxybisethane"
"C29819","ethyl ether"
"C29823","hydroquinone"
"C29823","1,4-benzenediol"
"C29823","benzoquinol"
"C29840","nicardipine hydrochloride"
"C29842","nimesulide"
"C29842","n-(4-nitro-2-phenoxyphenyl)methanesulfonamide"
"C29852","rebamipide"
"C29852","opc 12759"
"C29852","alpha-[(4-chlorobenzoyl)amino]-1,2-dihydro-2-oxo-4-quinolinepropanoic acid"
"C29854","sulindac sulfide"
"C29854","(1z)-5-fluoro-2-methyl-1-[[4-(methylthio)phenyl]methylene]-1h-indene-3-acetic acid"
"C29855","theaflavin"
"C29855","theaflavine"
"C29855","theaflavins"
"C29856","thiouracil"
"C29858","triethylenemelamine"
"C29858","tem"
"C29858","tretamine"
"C29858","triethylene melamine"
"C29865","zinc chloride"
"C29865","zncl2"
"C29869","sn-1,2-didecanoylglycerol"
"C29869","decanoic acid, 1-(hydroxymethyl)-1,2-ethanediyl ester, (s)-"
"C29869","dic10"
"C29883","arsanilic acid"
"C29883","(4-aminophenyl)arsonic acid"
"C29883","4-arsanilic acid"
"C29883","as 101"
"C29883","pro-gen"
"C29883","pro-gen 227 premix"
"C29883","progen 90"
"C29883","p-aminobenzenearsonic acid"
"C298","bcg vaccine"
"C298","bcg (pasteur)"
"C298","bcg tice"
"C298","bacille calmette-guerin live"
"C298","bacillius calmette-guerin vaccine"
"C298","bacillus calmette guerin"
"C298","bacillus calmette guerin vaccine"
"C298","bacillus calmette-guerin"
"C298","bacillus calmette-guérin vaccine"
"C298","cultivo bcg"
"C298","immucyst"
"C298","imovax bcg"
"C298","live intravesical bcg"
"C298","monovax"
"C298","mycobacterium bovis (strain bcg)"
"C298","oncotice"
"C298","pacis"
"C298","pastimmun"
"C298","tice bcg"
"C29907","murine retrovirus containing human pdgfb cdna"
"C29908","rcas-akt"
"C29910","rcas-ras"
"C29918","inactivated vaccinia virus"
"C29945","recombinant vaccinia-prostate specific antigen"
"C29945","recombinant vaccinia-psa"
"C29969","signal-regulatory protein beta-1"
"C29969","cd172 antigen-like family member b"
"C29969","cd172b antigen"
"C29969","sirp beta 1"
"C29969","sirp-beta-1"
"C29969","sirpb1"
"C29969","signal-regulatory protein beta 1"
"C29974","sodium chloride"
"C29974","nacl"
"C29974","salt"
"C29981","ibritumomab tiuxetan"
"C29981","idec-129"
"C29981","idec-2b8"
"C29981","zevalin"
"C29982","alvac-cea (6d)-b7.1 vaccine"
"C29982","alvac-cea (6d)-b7.1"
"C29983","anti-muc-1 monoclonal antibody"
"C29983","anti-muc-1"
"C29985","interleukin-1-beta new formulation"
"C29985","il-1 beta new formulation"
"C29986","interleukin-2 jurkat derived"
"C29986","il-2 jurkat derived"
"C29987","lidocaine oral solution"
"C29987","viscous lidocaine hcl"
"C29988","lidoderm"
"C29989","lidocaine topical"
"C29990","monoclonal antibody cc-46"
"C299","beclomethasone dipropionate"
"C299","(11beta,16beta)-9-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione dipropionate"
"C299","beclovent"
"C299","beconase"
"C299","qnasl"
"C299","qvar"
"C299","sch-18020w"
"C299","vancenase"
