"from","to","parent_action_type","action_type","mechanism_of_action","disease_efficacy","source","LINK_FUNCTION"
"C47717","GABRP","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47717","GABRQ","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47717","GLRA1","POSITIVE MODULATOR","POSITIVE MODULATOR","Glycine receptor (alpha-1/beta) positive modulator",TRUE,"ChEMBL",1
"C47717","GLRB","POSITIVE MODULATOR","POSITIVE MODULATOR","Glycine receptor (alpha-1/beta) positive modulator",TRUE,"ChEMBL",1
"C47717","KCNK10","POSITIVE MODULATOR","OPENER","Potassium channel subfamily K member 10 opener",TRUE,"ChEMBL",1
"C47717","KCNK18","POSITIVE MODULATOR","OPENER","Potassium channel subfamily K member 18 opener",TRUE,"ChEMBL",1
"C47717","KCNK2","POSITIVE MODULATOR","OPENER","Potassium channel subfamily K member 2 opener",TRUE,"ChEMBL",1
"C47717","KCNK3","POSITIVE MODULATOR","OPENER","Potassium channel subfamily K member 3 opener",TRUE,"ChEMBL",1
"C47717","KCNK9","POSITIVE MODULATOR","OPENER","Potassium channel subfamily K member 9 opener",TRUE,"ChEMBL",1
"C47718","SLC6A2","NEGATIVE MODULATOR","INHIBITOR","Monoamine transporter inhibitor",TRUE,"ChEMBL",-1
"C47718","SLC6A3","NEGATIVE MODULATOR","INHIBITOR","Monoamine transporter inhibitor",TRUE,"ChEMBL",-1
"C47718","SLC6A4","NEGATIVE MODULATOR","INHIBITOR","Monoamine transporter inhibitor",TRUE,"ChEMBL",-1
"C47719","CCKAR","POSITIVE MODULATOR","AGONIST","Cholecystokinin A receptor agonist",TRUE,"ChEMBL",1
"C47730","CHRNA1","POSITIVE MODULATOR","AGONIST","Muscle-type nicotinic acetylcholine receptor agonist",TRUE,"ChEMBL",1
"C47730","CHRNB1","POSITIVE MODULATOR","AGONIST","Muscle-type nicotinic acetylcholine receptor agonist",TRUE,"ChEMBL",1
"C47730","CHRND","POSITIVE MODULATOR","AGONIST","Muscle-type nicotinic acetylcholine receptor agonist",TRUE,"ChEMBL",1
"C47730","CHRNE","POSITIVE MODULATOR","AGONIST","Muscle-type nicotinic acetylcholine receptor agonist",TRUE,"ChEMBL",1
"C47730","CHRNG","POSITIVE MODULATOR","AGONIST","Muscle-type nicotinic acetylcholine receptor agonist",TRUE,"ChEMBL",1
"C47731","OPRM1","POSITIVE MODULATOR","AGONIST","Mu opioid receptor agonist",TRUE,"ChEMBL",1
"C47739","SLC22A12","NEGATIVE MODULATOR","INHIBITOR","Solute carrier family 22 member 12 inhibitor",TRUE,"ChEMBL",-1
"C47742","ACHE","NEGATIVE MODULATOR","INHIBITOR","Cholinesterases; ACHE & BCHE inhibitor",TRUE,"ChEMBL",-1
"C47742","BCHE","NEGATIVE MODULATOR","INHIBITOR","Cholinesterases; ACHE & BCHE inhibitor",TRUE,"ChEMBL",-1
"C47743","PDE5A","NEGATIVE MODULATOR","INHIBITOR","Phosphodiesterase 5A inhibitor",TRUE,"ChEMBL",-1
"C47746","AGTR1","NEGATIVE MODULATOR","ANTAGONIST","Type-1 angiotensin II receptor antagonist",TRUE,"ChEMBL",-1
"C47748","ADRB2","POSITIVE MODULATOR","AGONIST","Beta-2 adrenergic receptor agonist",TRUE,"ChEMBL",1
"C47749","ADRA1A","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47749","ADRA1B","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47749","ADRA1D","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47749","ADRA2A","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47749","ADRA2B","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47749","ADRA2C","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha agonist",TRUE,"ChEMBL",1
"C47752","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47752","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47753","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47753","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47755","SLC6A1","NEGATIVE MODULATOR","INHIBITOR","GABA transporter 1 inhibitor",TRUE,"ChEMBL",-1
"C47756","P2RY12","NEGATIVE MODULATOR","ANTAGONIST","Purinergic receptor P2Y12 antagonist",TRUE,"ChEMBL",-1
"C47757","ADRB1","NEGATIVE MODULATOR","ANTAGONIST","Beta-1 adrenergic receptor antagonist",TRUE,"ChEMBL",-1
"C47757","ADRB2","NEGATIVE MODULATOR","ANTAGONIST","Beta-2 adrenergic receptor antagonist",TRUE,"ChEMBL",-1
"C47759","ITGA2B","NEGATIVE MODULATOR","INHIBITOR","Integrin alpha-IIb/beta-3 inhibitor",TRUE,"ChEMBL",-1
"C47759","ITGB3","NEGATIVE MODULATOR","INHIBITOR","Integrin alpha-IIb/beta-3 inhibitor",TRUE,"ChEMBL",-1
"C47760","ADRA2A","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47760","ADRA2B","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47760","ADRA2C","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47761","SCN10A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN11A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN1A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN2A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN3A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN4A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN5A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN7A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN8A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47761","SCN9A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47762","COMT","NEGATIVE MODULATOR","INHIBITOR","Catechol O-methyltransferase inhibitor",TRUE,"ChEMBL",-1
"C47764","CA2","NEGATIVE MODULATOR","INHIBITOR","Carbonic anhydrase II inhibitor",TRUE,"ChEMBL",-1
"C47764","CA4","NEGATIVE MODULATOR","INHIBITOR","Carbonic anhydrase IV inhibitor",TRUE,"ChEMBL",-1
"C47764","GABRA1","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRA2","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRA3","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRA4","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRA5","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRA6","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRB1","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRB2","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRB3","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRD","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRE","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRG1","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRG2","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRG3","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRP","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GABRQ","POSITIVE MODULATOR","POSITIVE MODULATOR","GABA-A receptor; anion channel positive modulator",TRUE,"ChEMBL",1
"C47764","GRIA1","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic AMPA antagonist",TRUE,"ChEMBL",-1
"C47764","GRIA2","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic AMPA antagonist",TRUE,"ChEMBL",-1
"C47764","GRIA3","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic AMPA antagonist",TRUE,"ChEMBL",-1
"C47764","GRIA4","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic AMPA antagonist",TRUE,"ChEMBL",-1
"C47764","GRIK1","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic kainate antagonist",TRUE,"ChEMBL",-1
"C47764","GRIK2","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic kainate antagonist",TRUE,"ChEMBL",-1
"C47764","GRIK3","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic kainate antagonist",TRUE,"ChEMBL",-1
"C47764","GRIK4","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic kainate antagonist",TRUE,"ChEMBL",-1
"C47764","GRIK5","NEGATIVE MODULATOR","ANTAGONIST","Glutamate receptor ionotropic kainate antagonist",TRUE,"ChEMBL",-1
"C47764","SCN10A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN11A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN1A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN2A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN3A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN4A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN5A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN7A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN8A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47764","SCN9A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47765","PLG","NEGATIVE MODULATOR","INHIBITOR","Plasminogen inhibitor",TRUE,"ChEMBL",-1
"C47766","PTGFR","POSITIVE MODULATOR","AGONIST","Prostanoid FP receptor agonist",TRUE,"ChEMBL",1
"C47767","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47767","HTR2C","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2c (5-HT2c) receptor antagonist",TRUE,"ChEMBL",-1
"C47767","SLC6A4","NEGATIVE MODULATOR","INHIBITOR","Serotonin transporter inhibitor",TRUE,"ChEMBL",-1
"C47769","SLC12A3","NEGATIVE MODULATOR","INHIBITOR","Thiazide-sensitive sodium-chloride cotransporter inhibitor",TRUE,"ChEMBL",-1
"C47771","CHRM1","NEGATIVE MODULATOR","ANTAGONIST","Muscarinic acetylcholine receptor M1 antagonist",TRUE,"ChEMBL",-1
"C47772","CACNA1G","NEGATIVE MODULATOR","BLOCKER","Voltage-gated T-type calcium channel blocker",TRUE,"ChEMBL",-1
"C47772","CACNA1H","NEGATIVE MODULATOR","BLOCKER","Voltage-gated T-type calcium channel blocker",TRUE,"ChEMBL",-1
"C47772","CACNA1I","NEGATIVE MODULATOR","BLOCKER","Voltage-gated T-type calcium channel blocker",TRUE,"ChEMBL",-1
"C47773","ADRA1A","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha-1 antagonist",TRUE,"ChEMBL",-1
"C47773","ADRA1B","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha-1 antagonist",TRUE,"ChEMBL",-1
"C47773","ADRA1D","NEGATIVE MODULATOR","ANTAGONIST","Adrenergic receptor alpha-1 antagonist",TRUE,"ChEMBL",-1
"C47773","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47773","HRH1","NEGATIVE MODULATOR","ANTAGONIST","Histamine H1 receptor antagonist",TRUE,"ChEMBL",-1
"C47773","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47773","HTR2C","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2c (5-HT2c) receptor antagonist",TRUE,"ChEMBL",-1
"C47773","SLC6A2","NEGATIVE MODULATOR","INHIBITOR","Norepinephrine transporter inhibitor",TRUE,"ChEMBL",-1
"C47774","HRH1","NEGATIVE MODULATOR","ANTAGONIST","Histamine H1 receptor antagonist",TRUE,"ChEMBL",-1
"C47776","CHRM3","NEGATIVE MODULATOR","ANTAGONIST","Muscarinic acetylcholine receptor M3 antagonist",TRUE,"ChEMBL",-1
"C47777","CHRNA1","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47777","CHRNB1","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47777","CHRND","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47777","CHRNE","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47777","CHRNG","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47781","AGTR1","NEGATIVE MODULATOR","ANTAGONIST","Type-1 angiotensin II receptor antagonist",TRUE,"ChEMBL",-1
"C47782","CHRNA1","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47782","CHRNB1","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47782","CHRND","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47782","CHRNE","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47782","CHRNG","NEGATIVE MODULATOR","ANTAGONIST","Muscle-type nicotinic acetylcholine receptor antagonist",TRUE,"ChEMBL",-1
"C47785","CYSLTR1","NEGATIVE MODULATOR","ANTAGONIST","Cysteinyl leukotriene receptor 1 antagonist",TRUE,"ChEMBL",-1
"C47788","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47788","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47788","HTR2C","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2c (5-HT2c) receptor antagonist",TRUE,"ChEMBL",-1
"C47789","HTR1B","POSITIVE MODULATOR","AGONIST","Serotonin 1b (5-HT1b) receptor agonist",TRUE,"ChEMBL",1
"C47789","HTR1D","POSITIVE MODULATOR","AGONIST","Serotonin 1d (5-HT1d) receptor agonist",TRUE,"ChEMBL",1
"C47790","SCN10A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN11A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN1A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN2A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN3A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN4A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN5A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN7A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN8A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C47790","SCN9A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C478","ESR1","POSITIVE MODULATOR","AGONIST","Estrogen receptor alpha agonist",TRUE,"ChEMBL",1
"C47948","TOP2A","NEGATIVE MODULATOR","INHIBITOR","DNA topoisomerase II alpha inhibitor",TRUE,"ChEMBL",-1
"C47957","ADRB2","POSITIVE MODULATOR","AGONIST","Beta-2 adrenergic receptor agonist",TRUE,"ChEMBL",1
"C47961","PPAT","NEGATIVE MODULATOR","INHIBITOR","Amidophosphoribosyltransferase inhibitor",TRUE,"ChEMBL",-1
"C47962","NR3C1","POSITIVE MODULATOR","AGONIST","Glucocorticoid receptor agonist",TRUE,"ChEMBL",1
"C47963","NR3C1","POSITIVE MODULATOR","AGONIST","Glucocorticoid receptor agonist",TRUE,"ChEMBL",1
"C47964","NR3C1","POSITIVE MODULATOR","AGONIST","Glucocorticoid receptor agonist",TRUE,"ChEMBL",1
"C47973","GABRA1","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRA2","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRA3","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRA4","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRA5","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRA6","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRB1","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRB2","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRB3","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRD","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRE","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRG1","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRG2","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRG3","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRP","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47973","GABRQ","POSITIVE MODULATOR","POSITIVE ALLOSTERIC MODULATOR","GABA-A receptor; anion channel positive allosteric modulator",TRUE,"ChEMBL",1
"C47975","DRD2","NEGATIVE MODULATOR","ANTAGONIST","D2-like dopamine receptor antagonist",TRUE,"ChEMBL",-1
"C47975","DRD3","NEGATIVE MODULATOR","ANTAGONIST","D2-like dopamine receptor antagonist",TRUE,"ChEMBL",-1
"C47975","DRD4","NEGATIVE MODULATOR","ANTAGONIST","D2-like dopamine receptor antagonist",TRUE,"ChEMBL",-1
"C47975","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47979","ADRA2A","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47979","ADRA2B","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47979","ADRA2C","POSITIVE MODULATOR","AGONIST","Adrenergic receptor alpha-2 agonist",TRUE,"ChEMBL",1
"C47983","PTGS1","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47983","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47984","PTGS1","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47984","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47990","ESR1","POSITIVE MODULATOR","AGONIST","Estrogen receptor alpha agonist",TRUE,"ChEMBL",1
"C47991","ESR1","POSITIVE MODULATOR","AGONIST","Estrogen receptor alpha agonist",TRUE,"ChEMBL",1
"C47992","ESR1","POSITIVE MODULATOR","AGONIST","Estrogen receptor alpha agonist",TRUE,"ChEMBL",1
"C47993","SLC12A1","NEGATIVE MODULATOR","INHIBITOR","Sodium-(potassium)-chloride cotransporter 2 inhibitor",TRUE,"ChEMBL",-1
"C47994","OPRM1","POSITIVE MODULATOR","AGONIST","Mu opioid receptor agonist",TRUE,"ChEMBL",1
"C47995","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47996","DRD2","NEGATIVE MODULATOR","ANTAGONIST","Dopamine D2 receptor antagonist",TRUE,"ChEMBL",-1
"C47997","PTGS1","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47997","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47998","DRD2","NEGATIVE MODULATOR","INVERSE AGONIST","D2-like dopamine receptor inverse agonist",TRUE,"ChEMBL",-1
"C47998","DRD3","NEGATIVE MODULATOR","INVERSE AGONIST","D2-like dopamine receptor inverse agonist",TRUE,"ChEMBL",-1
"C47998","DRD4","NEGATIVE MODULATOR","INVERSE AGONIST","D2-like dopamine receptor inverse agonist",TRUE,"ChEMBL",-1
"C47998","HTR2A","NEGATIVE MODULATOR","ANTAGONIST","Serotonin 2a (5-HT2a) receptor antagonist",TRUE,"ChEMBL",-1
"C47999","PTGS1","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C47999","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C480","ESR2","OTHER","MODULATOR","Estrogen receptor beta modulator",TRUE,"ChEMBL",0
"C48000","SCN10A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN11A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN1A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN2A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN3A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN4A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN5A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN7A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN8A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48000","SCN9A","NEGATIVE MODULATOR","BLOCKER","Sodium channel alpha subunit blocker",TRUE,"ChEMBL",-1
"C48003","NR3C1","POSITIVE MODULATOR","AGONIST","Glucocorticoid receptor agonist",TRUE,"ChEMBL",1
"C48004","NR3C1","POSITIVE MODULATOR","AGONIST","Glucocorticoid receptor agonist",TRUE,"ChEMBL",1
"C48006","PTGS1","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
"C48006","PTGS2","NEGATIVE MODULATOR","INHIBITOR","Cyclooxygenase inhibitor",TRUE,"ChEMBL",-1
