"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C482","treatment","FLT3","ONCOGENE",3,1
"C482","treatment","FGFR2","ONCOGENE",3,1
"C482","treatment","KIT","ONCOGENE",3,1
"C482","treatment","PDGFRA","ONCOGENE",3,1
"C482","treatment","MET","ONCOGENE",3,1
"C482","treatment","ERBB4","TUMOUR SUPPRESSOR",3,1
"C482","treatment","EPHA2","TUMOUR SUPPRESSOR",3,1
"C482","treatment","ERBB2","ONCOGENE",3,1
"C482","treatment","PDGFRB","ONCOGENE",3,1
"C482","treatment","FGFR4","ONCOGENE",3,1
"C482","treatment","BIRC3","ONCOGENE",3,1
"C482","treatment","BCL2","ONCOGENE",3,1
"C482","treatment","MYC","ONCOGENE",2,1
"C482","treatment","CCND1","ONCOGENE",3,0
"C482","treatment","CDK4","ONCOGENE",3,0
"C482","treatment","BCL2","ONCOGENE",2,1
"C482","treatment","CCND1","ONCOGENE",2,1
"C482","treatment","RB1","TUMOUR SUPPRESSOR",3,1
"C482","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C482","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C482","treatment","CCND2","ONCOGENE",3,0
"C482","treatment","CCND3","ONCOGENE",3,0
"C48369","treatment","KDR","ONCOGENE",1,-1
"C48369","treatment","RAC1","ONCOGENE",3,0
"C48369","treatment","AKT1","ONCOGENE",3,0
"C48369","treatment","MTOR","ONCOGENE",3,0
"C48369","treatment","VAV1","ONCOGENE",3,0
"C48369","treatment","PLCG1","ONCOGENE",2,-1
"C48369","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","PRKCB","ONCOGENE",3,0
"C48369","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","PIK3CB","ONCOGENE",3,0
"C48369","treatment","PIK3CA","ONCOGENE",3,0
"C48369","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C48369","treatment","KRAS","ONCOGENE",3,-1
"C48369","treatment","NRAS","ONCOGENE",3,-1
"C48369","treatment","HRAS","ONCOGENE",3,-1
"C48369","treatment","CTNNB1","ONCOGENE",3,0
"C48369","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","PIK3CA","ONCOGENE",2,0
"C48369","treatment","SOS1","ONCOGENE",3,-1
"C48369","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","PDGFRA","ONCOGENE",3,0
"C48369","treatment","PDGFRB","ONCOGENE",3,0
"C48369","treatment","FGFR1","ONCOGENE",3,0
"C48369","treatment","KIT","ONCOGENE",3,0
"C48369","treatment","NTRK1","ONCOGENE",3,0
"C48369","treatment","ERBB2","ONCOGENE",3,0
"C48369","treatment","MET","ONCOGENE",3,0
"C48369","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","FGFR4","ONCOGENE",3,0
"C48369","treatment","EGFR","ONCOGENE",3,0
"C48369","treatment","FGFR2","ONCOGENE",3,0
"C48369","treatment","FGFR3","ONCOGENE",3,0
"C48369","treatment","FLT3","ONCOGENE",3,0
"C48369","treatment","KDR","ONCOGENE",3,0
"C48369","treatment","ERBB3","ONCOGENE",3,0
"C48369","treatment","PIK3CB","ONCOGENE",2,0
"C48369","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C48369","treatment","PAK2","ONCOGENE",3,-1
"C48369","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C48369","treatment","ERBB2","ONCOGENE",1,-1
"C48369","treatment","MAPK1","ONCOGENE",3,0
"C48369","treatment","STAT6","ONCOGENE",3,0
"C48369","treatment","PTPN11","ONCOGENE",3,1
"C48369","treatment","MAP2K1","ONCOGENE",2,1
"C48369","treatment","JAK3","ONCOGENE",2,1
"C48369","treatment","RHOA","ONCOGENE",3,1
"C48369","treatment","CTNNB1","ONCOGENE",2,1
"C48369","treatment","CCND2","ONCOGENE",3,1
"C48369","treatment","CCND3","ONCOGENE",3,1
"C48369","treatment","TCF7L2","ONCOGENE",3,1
"C48369","treatment","CCND1","ONCOGENE",3,0
"C48369","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","MAPK1","ONCOGENE",2,0
"C48369","treatment","CDK4","ONCOGENE",3,0
"C48369","treatment","ESR1","ONCOGENE",3,0
"C48369","treatment","MYC","ONCOGENE",3,0
"C48369","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","BCL2","ONCOGENE",3,0
"C48369","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C48369","treatment","AR","ONCOGENE",3,0
"C48369","treatment","EGFR","ONCOGENE",1,-1
"C48369","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48369","treatment","HRAS","ONCOGENE",2,-1
"C48369","treatment","ARAF","ONCOGENE",3,-1
"C48369","treatment","RAF1","ONCOGENE",3,-1
"C48369","treatment","BRAF","ONCOGENE",3,-1
"C48369","treatment","RALGDS","ONCOGENE",3,-1
"C48369","treatment","NRAS","ONCOGENE",2,-1
"C48369","treatment","KRAS","ONCOGENE",2,-1
"C48369","treatment","ERBB2","ONCOGENE",2,0
"C48369","treatment","PLCG1","ONCOGENE",3,0
"C48369","treatment","MAP2K1","ONCOGENE",3,0
"C48369","treatment","JAK3","ONCOGENE",3,0
"C48369","treatment","ERBB4","TUMOUR SUPPRESSOR",1,-1
"C48374","treatment","KIT","ONCOGENE",1,-1
"C48374","treatment","RAC1","ONCOGENE",3,0
"C48374","treatment","AKT1","ONCOGENE",3,0
"C48374","treatment","MTOR","ONCOGENE",3,1
"C48374","treatment","VAV1","ONCOGENE",3,0
"C48374","treatment","PIK3CB","ONCOGENE",2,1
"C48374","treatment","CCND2","ONCOGENE",3,-1
"C48374","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C48374","treatment","CCND1","ONCOGENE",3,-1
"C48374","treatment","MYC","ONCOGENE",3,-1
"C48374","treatment","BCL2","ONCOGENE",3,-1
"C48374","treatment","CCND3","ONCOGENE",3,-1
"C48374","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C48374","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C48374","treatment","STAT6","ONCOGENE",3,0
"C48374","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C48374","treatment","PIK3CB","ONCOGENE",3,0
"C48374","treatment","PIK3CA","ONCOGENE",3,0
"C48374","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C48374","treatment","PIK3CA","ONCOGENE",2,1
"C48374","treatment","SOS1","ONCOGENE",3,1
"C48374","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48374","treatment","PDGFRA","ONCOGENE",3,0
"C48374","treatment","PDGFRB","ONCOGENE",3,0
"C48374","treatment","FGFR1","ONCOGENE",3,0
"C48374","treatment","KIT","ONCOGENE",3,0
"C48374","treatment","NTRK1","ONCOGENE",3,0
"C48374","treatment","ERBB2","ONCOGENE",3,0
"C48374","treatment","MET","ONCOGENE",3,0
"C48374","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48374","treatment","FGFR4","ONCOGENE",3,0
"C48374","treatment","EGFR","ONCOGENE",3,0
"C48374","treatment","FGFR2","ONCOGENE",3,0
"C48374","treatment","FGFR3","ONCOGENE",3,0
"C48374","treatment","FLT3","ONCOGENE",3,0
"C48374","treatment","KDR","ONCOGENE",3,0
"C48374","treatment","ERBB3","ONCOGENE",3,0
"C48374","treatment","PLCG1","ONCOGENE",2,1
"C48374","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48374","treatment","PRKCB","ONCOGENE",3,0
"C48374","treatment","PDGFRB","ONCOGENE",1,-1
"C48374","treatment","NRAS","ONCOGENE",2,0
"C48374","treatment","RALGDS","ONCOGENE",3,0
"C48374","treatment","BRAF","ONCOGENE",3,0
"C48374","treatment","RAF1","ONCOGENE",3,0
"C48374","treatment","ARAF","ONCOGENE",3,0
"C48374","treatment","HRAS","ONCOGENE",2,0
"C48374","treatment","KRAS","ONCOGENE",2,0
"C48374","treatment","KDR","ONCOGENE",1,-1
"C48374","treatment","KRAS","ONCOGENE",3,-1
"C48374","treatment","NRAS","ONCOGENE",3,-1
"C48374","treatment","HRAS","ONCOGENE",3,-1
"C48374","treatment","CTNNB1","ONCOGENE",3,1
"C48374","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C48374","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C48374","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C48374","treatment","PAK2","ONCOGENE",3,-1
"C48374","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C48374","treatment","PDGFRA","ONCOGENE",1,-1
"C48374","treatment","RET","ONCOGENE",1,-1
"C48378","treatment","AKT1","ONCOGENE",3,0
"C48378","treatment","MTOR","ONCOGENE",3,1
"C48378","treatment","RAC1","ONCOGENE",3,1
"C48378","treatment","VAV1","ONCOGENE",3,0
"C48378","treatment","KRAS","ONCOGENE",2,-1
"C48378","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C48378","treatment","BRAF","ONCOGENE",3,-1
"C48378","treatment","PIK3CB","ONCOGENE",3,0
"C48378","treatment","ARAF","ONCOGENE",3,-1
"C48378","treatment","RAF1","ONCOGENE",3,-1
"C48378","treatment","RALGDS","ONCOGENE",3,-1
"C48378","treatment","PIK3CA","ONCOGENE",3,0
"C48378","treatment","NRAS","ONCOGENE",2,-1
"C48378","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C48378","treatment","PIK3CB","ONCOGENE",2,-1
"C48378","treatment","HRAS","ONCOGENE",2,-1
"C48378","treatment","CTNNB1","ONCOGENE",2,1
"C48378","treatment","CTNNB1","ONCOGENE",3,1
"C48378","treatment","CCND2","ONCOGENE",3,1
"C48378","treatment","CCND3","ONCOGENE",3,1
"C48378","treatment","TCF7L2","ONCOGENE",3,1
"C48378","treatment","CCND1","ONCOGENE",3,0
"C48378","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C48378","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C48378","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C48378","treatment","PIK3CA","ONCOGENE",2,-1
"C48378","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,0
"C48378","treatment","PAK2","ONCOGENE",3,0
"C48378","treatment","RELA","ONCOGENE",3,0
"C48378","treatment","ARHGAP35","TUMOUR SUPPRESSOR",2,0
"C48378","treatment","RHOA","ONCOGENE",3,0
"C48378","treatment","ARHGAP5","TUMOUR SUPPRESSOR",2,0
"C48378","treatment","RAC1","ONCOGENE",2,0
"C48378","treatment","ABL1","ONCOGENE",1,-1
"C48378","treatment","CBL","ONCOGENE",2,-1
"C48378","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48378","treatment","MYC","ONCOGENE",3,1
"C48378","treatment","BCL2","ONCOGENE",3,1
"C48378","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48378","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48378","treatment","STAT6","ONCOGENE",3,0
"C48378","treatment","SOS1","ONCOGENE",3,-1
"C48378","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48378","treatment","PDGFRA","ONCOGENE",3,0
"C48378","treatment","PDGFRB","ONCOGENE",3,0
"C48378","treatment","FGFR1","ONCOGENE",3,0
"C48378","treatment","KIT","ONCOGENE",3,0
"C48378","treatment","NTRK1","ONCOGENE",3,0
"C48378","treatment","ERBB2","ONCOGENE",3,0
"C48378","treatment","MET","ONCOGENE",3,0
"C48378","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48378","treatment","FGFR4","ONCOGENE",3,0
"C48378","treatment","EGFR","ONCOGENE",3,0
"C48378","treatment","FGFR2","ONCOGENE",3,0
"C48378","treatment","FGFR3","ONCOGENE",3,0
"C48378","treatment","FLT3","ONCOGENE",3,0
"C48378","treatment","KDR","ONCOGENE",3,0
"C48378","treatment","ERBB3","ONCOGENE",3,0
"C48378","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C48378","treatment","MYC","ONCOGENE",2,0
"C48378","treatment","CDK4","ONCOGENE",3,0
"C48379","treatment","PDGFRB","ONCOGENE",1,-1
"C48379","treatment","RAC1","ONCOGENE",3,0
"C48379","treatment","AKT1","ONCOGENE",3,0
"C48379","treatment","MTOR","ONCOGENE",3,1
"C48379","treatment","VAV1","ONCOGENE",3,0
"C48379","treatment","SOS1","ONCOGENE",3,1
"C48379","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48379","treatment","PDGFRA","ONCOGENE",3,0
"C48379","treatment","PDGFRB","ONCOGENE",3,0
"C48379","treatment","FGFR1","ONCOGENE",3,0
"C48379","treatment","KIT","ONCOGENE",3,0
"C48379","treatment","NTRK1","ONCOGENE",3,0
"C48379","treatment","ERBB2","ONCOGENE",3,0
"C48379","treatment","MET","ONCOGENE",3,0
"C48379","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48379","treatment","FGFR4","ONCOGENE",3,0
"C48379","treatment","EGFR","ONCOGENE",3,0
"C48379","treatment","FGFR2","ONCOGENE",3,0
"C48379","treatment","FGFR3","ONCOGENE",3,0
"C48379","treatment","FLT3","ONCOGENE",3,0
"C48379","treatment","KDR","ONCOGENE",3,0
"C48379","treatment","ERBB3","ONCOGENE",3,0
"C48379","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C48379","treatment","PIK3CB","ONCOGENE",3,1
"C48379","treatment","PIK3CA","ONCOGENE",3,1
"C48379","treatment","PIK3CB","ONCOGENE",2,-1
"C48379","treatment","PRKCB","ONCOGENE",3,0
"C48379","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48379","treatment","BCL2","ONCOGENE",3,1
"C48379","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48379","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48379","treatment","CCND1","ONCOGENE",3,1
"C48379","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48379","treatment","CCND2","ONCOGENE",3,1
"C48379","treatment","CCND3","ONCOGENE",3,1
"C48379","treatment","MYC","ONCOGENE",3,0
"C48379","treatment","STAT6","ONCOGENE",3,0
"C48379","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C48379","treatment","NRAS","ONCOGENE",2,1
"C48379","treatment","RALGDS","ONCOGENE",3,1
"C48379","treatment","BRAF","ONCOGENE",3,1
"C48379","treatment","RAF1","ONCOGENE",3,1
"C48379","treatment","ARAF","ONCOGENE",3,1
"C48379","treatment","HRAS","ONCOGENE",2,1
"C48379","treatment","PIK3CA","ONCOGENE",2,-1
"C48379","treatment","KRAS","ONCOGENE",2,1
"C48379","treatment","PLCG1","ONCOGENE",2,-1
"C48379","treatment","KIT","ONCOGENE",1,-1
"C48379","treatment","PDGFRA","ONCOGENE",1,-1
"C48379","treatment","KDR","ONCOGENE",1,-1
"C48379","treatment","KRAS","ONCOGENE",3,-1
"C48379","treatment","NRAS","ONCOGENE",3,-1
"C48379","treatment","HRAS","ONCOGENE",3,-1
"C48379","treatment","CTNNB1","ONCOGENE",3,1
"C48379","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C48379","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C48379","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C48379","treatment","PAK2","ONCOGENE",3,-1
"C48379","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C48379","treatment","FLT3","ONCOGENE",1,-1
"C48379","treatment","CSF3R","ONCOGENE",3,0
"C48380","treatment","ERBB4","TUMOUR SUPPRESSOR",1,-1
"C48380","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","PIK3CB","ONCOGENE",3,0
"C48380","treatment","PIK3CA","ONCOGENE",3,0
"C48380","treatment","PRKCB","ONCOGENE",3,0
"C48380","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","SOS1","ONCOGENE",3,-1
"C48380","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","PDGFRA","ONCOGENE",3,0
"C48380","treatment","PDGFRB","ONCOGENE",3,0
"C48380","treatment","FGFR1","ONCOGENE",3,0
"C48380","treatment","KIT","ONCOGENE",3,0
"C48380","treatment","NTRK1","ONCOGENE",3,0
"C48380","treatment","ERBB2","ONCOGENE",3,0
"C48380","treatment","MET","ONCOGENE",3,0
"C48380","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","FGFR4","ONCOGENE",3,0
"C48380","treatment","EGFR","ONCOGENE",3,0
"C48380","treatment","FGFR2","ONCOGENE",3,0
"C48380","treatment","FGFR3","ONCOGENE",3,0
"C48380","treatment","FLT3","ONCOGENE",3,0
"C48380","treatment","KDR","ONCOGENE",3,0
"C48380","treatment","ERBB3","ONCOGENE",3,0
"C48380","treatment","PLCG1","ONCOGENE",2,-1
"C48380","treatment","ERBB2","ONCOGENE",1,-1
"C48380","treatment","PIK3CA","ONCOGENE",2,0
"C48380","treatment","MTOR","ONCOGENE",3,0
"C48380","treatment","RAC1","ONCOGENE",3,0
"C48380","treatment","AKT1","ONCOGENE",3,0
"C48380","treatment","VAV1","ONCOGENE",3,0
"C48380","treatment","PIK3CB","ONCOGENE",2,0
"C48380","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C48380","treatment","MAPK1","ONCOGENE",3,0
"C48380","treatment","STAT6","ONCOGENE",3,0
"C48380","treatment","PTPN11","ONCOGENE",3,1
"C48380","treatment","MAP2K1","ONCOGENE",2,1
"C48380","treatment","JAK3","ONCOGENE",2,1
"C48380","treatment","RHOA","ONCOGENE",3,1
"C48380","treatment","CTNNB1","ONCOGENE",2,1
"C48380","treatment","CTNNB1","ONCOGENE",3,0
"C48380","treatment","CCND2","ONCOGENE",3,1
"C48380","treatment","CCND3","ONCOGENE",3,1
"C48380","treatment","TCF7L2","ONCOGENE",3,1
"C48380","treatment","CCND1","ONCOGENE",3,0
"C48380","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","MAPK1","ONCOGENE",2,0
"C48380","treatment","CDK4","ONCOGENE",3,0
"C48380","treatment","ESR1","ONCOGENE",3,0
"C48380","treatment","MYC","ONCOGENE",3,0
"C48380","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","BCL2","ONCOGENE",3,0
"C48380","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C48380","treatment","AR","ONCOGENE",3,0
"C48380","treatment","EGFR","ONCOGENE",1,-1
"C48380","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48380","treatment","HRAS","ONCOGENE",2,-1
"C48380","treatment","ARAF","ONCOGENE",3,-1
"C48380","treatment","RAF1","ONCOGENE",3,-1
"C48380","treatment","BRAF","ONCOGENE",3,-1
"C48380","treatment","RALGDS","ONCOGENE",3,-1
"C48380","treatment","NRAS","ONCOGENE",2,-1
"C48380","treatment","KRAS","ONCOGENE",2,-1
"C48380","treatment","ERBB2","ONCOGENE",2,0
"C48380","treatment","PLCG1","ONCOGENE",3,0
"C48380","treatment","MAP2K1","ONCOGENE",3,0
"C48380","treatment","JAK3","ONCOGENE",3,0
"C48387","treatment","MTOR","ONCOGENE",1,-1
"C48387","treatment","RHOA","ONCOGENE",2,-1
"C48387","treatment","PRKCB","ONCOGENE",2,-1
"C48387","treatment","NRAS","ONCOGENE",3,0
"C48387","treatment","RAF1","ONCOGENE",3,0
"C48387","treatment","BRAF","ONCOGENE",3,-1
"C48387","treatment","ARAF","ONCOGENE",3,-1
"C48387","treatment","HRAS","ONCOGENE",3,0
"C48387","treatment","MTOR","ONCOGENE",3,-1
"C48387","treatment","KRAS","ONCOGENE",3,0
"C48387","treatment","RRAS2","ONCOGENE",3,0
"C48387","treatment","CLIP1","TUMOUR SUPPRESSOR",2,-1
"C484","treatment","ESR1","ONCOGENE",1,1
"C484","treatment","RARA","ONCOGENE",2,1
"C484","treatment","MYC","ONCOGENE",3,0
"C484","treatment","RARA","ONCOGENE",3,1
"C484","treatment","KRAS","ONCOGENE",3,1
"C484","treatment","NRAS","ONCOGENE",3,1
"C484","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C484","treatment","PIK3CB","ONCOGENE",3,1
"C484","treatment","HRAS","ONCOGENE",3,1
"C484","treatment","CTNNB1","ONCOGENE",3,1
"C484","treatment","PIK3CA","ONCOGENE",3,1
"C484","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C484","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C484","treatment","RAC1","ONCOGENE",3,0
"C484","treatment","KDR","ONCOGENE",3,1
"C484","treatment","FGFR1","ONCOGENE",3,1
"C484","treatment","FGFR3","ONCOGENE",3,1
"C484","treatment","ERBB3","ONCOGENE",3,1
"C484","treatment","EGFR","ONCOGENE",3,1
"C484","treatment","NTRK1","ONCOGENE",3,1
"C484","treatment","FLT3","ONCOGENE",3,1
"C484","treatment","FGFR2","ONCOGENE",3,1
"C484","treatment","KIT","ONCOGENE",3,1
"C484","treatment","PDGFRA","ONCOGENE",3,1
"C484","treatment","MET","ONCOGENE",3,1
"C484","treatment","ERBB4","TUMOUR SUPPRESSOR",3,1
"C484","treatment","EPHA2","TUMOUR SUPPRESSOR",3,1
"C484","treatment","ERBB2","ONCOGENE",3,1
"C484","treatment","PDGFRB","ONCOGENE",3,1
"C484","treatment","FGFR4","ONCOGENE",3,1
"C484","treatment","BIRC3","ONCOGENE",3,1
"C484","treatment","BCL2","ONCOGENE",3,1
"C484","treatment","MYC","ONCOGENE",2,1
"C484","treatment","CCND1","ONCOGENE",3,0
"C484","treatment","CDK4","ONCOGENE",3,0
"C484","treatment","BCL2","ONCOGENE",2,1
"C484","treatment","CCND1","ONCOGENE",2,1
"C484","treatment","RB1","TUMOUR SUPPRESSOR",3,1
"C484","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C484","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C484","treatment","CCND2","ONCOGENE",3,0
"C484","treatment","CCND3","ONCOGENE",3,0
"C48401","treatment","HSP90AA1","ONCOGENE",1,-1
"C48401","treatment","AKT1","ONCOGENE",2,1
"C48401","treatment","MDM2","ONCOGENE",3,1
"C48401","treatment","MTOR","ONCOGENE",3,1
"C48401","treatment","RAF1","ONCOGENE",3,1
"C48401","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","TP53","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","TSC1","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","FOXO1","ONCOGENE",3,1
"C48401","treatment","TSC2","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,1
"C48401","treatment","RELA","ONCOGENE",3,0
"C48401","treatment","AR","ONCOGENE",2,1
"C48401","treatment","AR","ONCOGENE",3,1
"C48401","treatment","HSP90AB1","ONCOGENE",1,-1
"C48402","treatment","NTRK1","ONCOGENE",1,-1
"C48402","treatment","PLCG1","ONCOGENE",2,1
"C48402","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48402","treatment","PRKCB","ONCOGENE",3,0
"C48402","treatment","SOS1","ONCOGENE",3,1
"C48402","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48402","treatment","PDGFRA","ONCOGENE",3,0
"C48402","treatment","PDGFRB","ONCOGENE",3,0
"C48402","treatment","FGFR1","ONCOGENE",3,0
"C48402","treatment","KIT","ONCOGENE",3,0
"C48402","treatment","NTRK1","ONCOGENE",3,0
"C48402","treatment","ERBB2","ONCOGENE",3,0
"C48402","treatment","MET","ONCOGENE",3,0
"C48402","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48402","treatment","FGFR4","ONCOGENE",3,0
"C48402","treatment","EGFR","ONCOGENE",3,0
"C48402","treatment","FGFR2","ONCOGENE",3,0
"C48402","treatment","FGFR3","ONCOGENE",3,0
"C48402","treatment","FLT3","ONCOGENE",3,0
"C48402","treatment","KDR","ONCOGENE",3,0
"C48402","treatment","ERBB3","ONCOGENE",3,0
"C48402","treatment","AKT1","ONCOGENE",3,0
"C48402","treatment","MTOR","ONCOGENE",3,1
"C48402","treatment","RAC1","ONCOGENE",3,1
"C48402","treatment","VAV1","ONCOGENE",3,0
"C48402","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C48402","treatment","PIK3CB","ONCOGENE",3,0
"C48402","treatment","PIK3CA","ONCOGENE",3,0
"C48402","treatment","HRAS","ONCOGENE",2,0
"C48402","treatment","ARAF","ONCOGENE",3,0
"C48402","treatment","RAF1","ONCOGENE",3,0
"C48402","treatment","BRAF","ONCOGENE",3,0
"C48402","treatment","RALGDS","ONCOGENE",3,0
"C48402","treatment","PIK3CA","ONCOGENE",2,-1
"C48402","treatment","NRAS","ONCOGENE",2,0
"C48402","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C48402","treatment","PIK3CB","ONCOGENE",2,-1
"C48402","treatment","KRAS","ONCOGENE",2,0
"C48402","treatment","FLT3","ONCOGENE",1,-1
"C48402","treatment","CCND2","ONCOGENE",3,1
"C48402","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48402","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48402","treatment","MYC","ONCOGENE",3,0
"C48402","treatment","CCND3","ONCOGENE",3,1
"C48402","treatment","CCND1","ONCOGENE",3,1
"C48402","treatment","BCL2","ONCOGENE",3,1
"C48402","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48402","treatment","STAT6","ONCOGENE",3,0
"C48402","treatment","CSF3R","ONCOGENE",3,0
"C48402","treatment","NTRK3","ONCOGENE",1,-1
"C48402","treatment","STAT6","ONCOGENE",2,-1
"C48402","treatment","PTPN11","ONCOGENE",2,-1
"C48402","treatment","MAPK1","ONCOGENE",3,0
"C48402","treatment","RET","ONCOGENE",1,-1
"C48404","treatment","FLT3","ONCOGENE",1,-1
"C48404","treatment","PIK3CA","ONCOGENE",2,-1
"C48404","treatment","MTOR","ONCOGENE",3,1
"C48404","treatment","RAC1","ONCOGENE",3,1
"C48404","treatment","AKT1","ONCOGENE",3,0
"C48404","treatment","VAV1","ONCOGENE",3,0
"C48404","treatment","CCND2","ONCOGENE",3,1
"C48404","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48404","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
